Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Puerto Rico,PRI,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,2.04,..,..,..,..,2.36,..,..,..,..,3,..,..,..,..,3.79,..,..,..,..,4.85,..,..,..,..,5.64,..,..,..,..,6.21,..,..,..,..,6.83,..,..,..,..,7.41,..,..,..,..,8.08,..,..,..,..,9.55,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,2.58,..,..,..,..,3.25,..,..,..,..,3.78,..,..,..,..,4.27,..,..,..,..,4.75,..,..,..,..,5.18,..,..,..,..,5.58,..,..,..,..,6.13,..,..,..,..,6.6,..,..,..,..,7.29,..,..,..,..,8.43,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,5.69,..,..,..,..,5.87,..,..,..,..,5.46,..,..,..,..,5.81,..,..,..,..,6.26,..,..,..,..,6.57,..,..,..,..,7.26,..,..,..,..,7.64,..,..,..,..,7.83,..,..,..,..,8.3,..,..,..,..,9.48,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,5.14,..,..,..,..,5.32,..,..,..,..,5.37,..,..,..,..,5.55,..,..,..,..,5.66,..,..,..,..,5.77,..,..,..,..,6.44,..,..,..,..,6.9,..,..,..,..,7.18,..,..,..,..,8.13,..,..,..,..,9.12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Romania,ROU,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,4.73,..,..,..,..,5.14,..,..,..,..,5.86,..,..,..,..,6.76,..,..,..,..,7.44,..,..,..,..,8.16,..,..,..,..,8.77,..,..,..,..,9.23,..,..,..,..,9.66,..,..,..,..,9.98,..,..,..,..,10.38,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Romania,ROU,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,5.24,..,..,..,..,5.66,..,..,..,..,6.7,..,..,..,..,7.66,..,..,..,..,8.21,..,..,..,..,8.78,..,..,..,..,9.32,..,..,..,..,9.7,..,..,..,..,10.04,..,..,..,..,10.31,..,..,..,..,10.67,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Romania,ROU,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,6.41,..,..,..,..,7.58,..,..,..,..,7.17,..,..,..,..,8.97,..,..,..,..,8.87,..,..,..,..,9.4,..,..,..,..,8.17,..,..,..,..,9.51,..,..,..,..,9.39,..,..,..,..,7.82,..,..,..,..,8.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Romania,ROU,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,6.19,..,..,..,..,7.98,..,..,..,..,7.68,..,..,..,..,9.12,..,..,..,..,8.91,..,..,..,..,9.35,..,..,..,..,8.13,..,..,..,..,9.45,..,..,..,..,9.28,..,..,..,..,7.72,..,..,..,..,7.88,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,4.56,..,..,..,..,5.16,..,..,..,..,5.35,..,..,..,..,6.1,..,..,..,..,7.02,..,..,..,..,8.02,..,..,..,..,8.93,..,..,..,..,9.67,..,..,..,..,10.71,..,..,..,..,11.05,..,..,..,..,11.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,5,..,..,..,..,5.72,..,..,..,..,5.94,..,..,..,..,6.69,..,..,..,..,7.59,..,..,..,..,8.57,..,..,..,..,9.46,..,..,..,..,9.94,..,..,..,..,10.9,..,..,..,..,11.2,..,..,..,..,11.53,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,7.14,..,..,..,..,7.98,..,..,..,..,8.42,..,..,..,..,8.81,..,..,..,..,10,..,..,..,..,11.28,..,..,..,..,10.87,..,..,..,..,8.72,..,..,..,..,9.01,..,..,..,..,8.78,..,..,..,..,8.98,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,6.62,..,..,..,..,7.84,..,..,..,..,8.27,..,..,..,..,8.67,..,..,..,..,9.98,..,..,..,..,11.25,..,..,..,..,10.82,..,..,..,..,8.52,..,..,..,..,8.99,..,..,..,..,8.73,..,..,..,..,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rwanda,RWA,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,0.31,..,..,..,..,0.4,..,..,..,..,0.6,..,..,..,..,0.86,..,..,..,..,1.14,..,..,..,..,1.41,..,..,..,..,1.81,..,..,..,..,2.37,..,..,..,..,2.97,..,..,..,..,3.61,..,..,..,..,4.25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rwanda,RWA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,0.76,..,..,..,..,0.93,..,..,..,..,1.16,..,..,..,..,1.44,..,..,..,..,1.69,..,..,..,..,1.88,..,..,..,..,2.18,..,..,..,..,2.66,..,..,..,..,3.23,..,..,..,..,3.83,..,..,..,..,4.36,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rwanda,RWA,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,0.89,..,..,..,..,1.1,..,..,..,..,1.45,..,..,..,..,2.12,..,..,..,..,2.15,..,..,..,..,2.52,..,..,..,..,3.44,..,..,..,..,5,..,..,..,..,5.37,..,..,..,..,5.76,..,..,..,..,5.88,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rwanda,RWA,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,1.77,..,..,..,..,1.99,..,..,..,..,2.15,..,..,..,..,2.62,..,..,..,..,2.4,..,..,..,..,2.54,..,..,..,..,3.22,..,..,..,..,4.59,..,..,..,..,5.12,..,..,..,..,5.65,..,..,..,..,5.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,1.43,..,..,..,..,1.49,..,..,..,..,1.58,..,..,..,..,2.04,..,..,..,..,2.44,..,..,..,..,3.42,..,..,..,..,4.47,..,..,..,..,5.14,..,..,..,..,6.24,..,..,..,..,7.23,..,..,..,..,8.22,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,2.88,..,..,..,..,3.07,..,..,..,..,3.22,..,..,..,..,3.73,..,..,..,..,4.26,..,..,..,..,5.17,..,..,..,..,5.84,..,..,..,..,6.34,..,..,..,..,7.08,..,..,..,..,7.69,..,..,..,..,8.53,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,2.73,..,..,..,..,2.64,..,..,..,..,2.93,..,..,..,..,3.21,..,..,..,..,3.36,..,..,..,..,3.79,..,..,..,..,5.57,..,..,..,..,5.45,..,..,..,..,6.67,..,..,..,..,8.13,..,..,..,..,9.19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,2.76,..,..,..,..,2.91,..,..,..,..,3.07,..,..,..,..,3.21,..,..,..,..,3.58,..,..,..,..,4.92,..,..,..,..,5.75,..,..,..,..,6,..,..,..,..,7,..,..,..,..,8.21,..,..,..,..,9.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,1.24,..,..,..,..,1.35,..,..,..,..,1.48,..,..,..,..,1.62,..,..,..,..,1.68,..,..,..,..,1.66,..,..,..,..,1.6,..,..,..,..,1.54,..,..,..,..,1.38,..,..,..,..,1.18,..,..,..,..,2.18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.85,..,..,..,..,2.01,..,..,..,..,2.29,..,..,..,..,2.45,..,..,..,..,2.49,..,..,..,..,2.43,..,..,..,..,2.33,..,..,..,..,2.2,..,..,..,..,1.92,..,..,..,..,1.57,..,..,..,..,2.74,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,1.32,..,..,..,..,1.61,..,..,..,..,1.96,..,..,..,..,2.25,..,..,..,..,2.17,..,..,..,..,1.98,..,..,..,..,2,..,..,..,..,1.93,..,..,..,..,1.68,..,..,..,..,1.41,..,..,..,..,3.69,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,1.97,..,..,..,..,2.37,..,..,..,..,2.75,..,..,..,..,3.09,..,..,..,..,2.94,..,..,..,..,2.64,..,..,..,..,2.63,..,..,..,..,2.43,..,..,..,..,2,..,..,..,..,1.56,..,..,..,..,3.92,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Serbia,SRB,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,4.01,..,..,..,..,4.37,..,..,..,..,4.9,..,..,..,..,5.64,..,..,..,..,6.22,..,..,..,..,6.85,..,..,..,..,7.24,..,..,..,..,7.98,..,..,..,..,8.47,..,..,..,..,9.62,..,..,..,..,10.39,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Serbia,SRB,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.97,..,..,..,..,5.27,..,..,..,..,5.81,..,..,..,..,6.51,..,..,..,..,7.06,..,..,..,..,7.65,..,..,..,..,7.89,..,..,..,..,8.57,..,..,..,..,9,..,..,..,..,10.06,..,..,..,..,10.85,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Serbia,SRB,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,5.29,..,..,..,..,6.02,..,..,..,..,7.08,..,..,..,..,7.74,..,..,..,..,7.58,..,..,..,..,7.32,..,..,..,..,3.86,..,..,..,..,5.22,..,..,..,..,4.71,..,..,..,..,6.41,..,..,..,..,8.54,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Serbia,SRB,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,5.88,..,..,..,..,6.34,..,..,..,..,7.33,..,..,..,..,7.73,..,..,..,..,7.54,..,..,..,..,7.4,..,..,..,..,3.89,..,..,..,..,4.89,..,..,..,..,4.74,..,..,..,..,6.6,..,..,..,..,8.56,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,0.33,..,..,..,..,0.39,..,..,..,..,0.48,..,..,..,..,0.65,..,..,..,..,0.85,..,..,..,..,1.08,..,..,..,..,1.4,..,..,..,..,1.66,..,..,..,..,1.95,..,..,..,..,2.35,..,..,..,..,3.34,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,0.54,..,..,..,..,0.67,..,..,..,..,0.84,..,..,..,..,1.1,..,..,..,..,1.4,..,..,..,..,1.75,..,..,..,..,2.09,..,..,..,..,2.46,..,..,..,..,2.78,..,..,..,..,3.22,..,..,..,..,4.23,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,0.29,..,..,..,..,0.5,..,..,..,..,0.91,..,..,..,..,1.27,..,..,..,..,1.54,..,..,..,..,1.92,..,..,..,..,2.62,..,..,..,..,2.57,..,..,..,..,2.92,..,..,..,..,3.55,..,..,..,..,5.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,0.69,..,..,..,..,0.99,..,..,..,..,1.52,..,..,..,..,1.93,..,..,..,..,2.32,..,..,..,..,2.82,..,..,..,..,3.09,..,..,..,..,3.57,..,..,..,..,3.65,..,..,..,..,4.32,..,..,..,..,5.61,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,2.41,..,..,..,..,3.11,..,..,..,..,4.15,..,..,..,..,4.3,..,..,..,..,4.65,..,..,..,..,5.49,..,..,..,..,6.35,..,..,..,..,7.57,..,..,..,..,8.61,..,..,..,..,8.17,..,..,..,..,10.34,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,3.66,..,..,..,..,4.31,..,..,..,..,5.2,..,..,..,..,5.07,..,..,..,..,5.26,..,..,..,..,5.97,..,..,..,..,6.66,..,..,..,..,7.98,..,..,..,..,9.15,..,..,..,..,8.83,..,..,..,..,10.81,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,4.72,..,..,..,..,6.41,..,..,..,..,7.88,..,..,..,..,8.2,..,..,..,..,8.17,..,..,..,..,8.13,..,..,..,..,7.54,..,..,..,..,9.29,..,..,..,..,11.08,..,..,..,..,10.2,..,..,..,..,12.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,5.84,..,..,..,..,7.26,..,..,..,..,8.34,..,..,..,..,8.43,..,..,..,..,8.35,..,..,..,..,8.37,..,..,..,..,7.79,..,..,..,..,9.42,..,..,..,..,11.07,..,..,..,..,10.26,..,..,..,..,11.97,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,8.07,..,..,..,..,8.52,..,..,..,..,8.87,..,..,..,..,9.28,..,..,..,..,9.6,..,..,..,..,9.83,..,..,..,..,10.22,..,..,..,..,10.8,..,..,..,..,10.86,..,..,..,..,12.07,..,..,..,..,12.77,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,8.39,..,..,..,..,9.05,..,..,..,..,9.5,..,..,..,..,9.87,..,..,..,..,10.14,..,..,..,..,10.31,..,..,..,..,10.69,..,..,..,..,11.24,..,..,..,..,11.2,..,..,..,..,12.22,..,..,..,..,12.82,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,8.43,..,..,..,..,8.26,..,..,..,..,8.49,..,..,..,..,8.45,..,..,..,..,8.93,..,..,..,..,8.64,..,..,..,..,9.3,..,..,..,..,9.01,..,..,..,..,8.28,..,..,..,..,7.48,..,..,..,..,10.18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,8.28,..,..,..,..,8.26,..,..,..,..,8.53,..,..,..,..,8.61,..,..,..,..,9.02,..,..,..,..,8.57,..,..,..,..,9.37,..,..,..,..,9.48,..,..,..,..,8.31,..,..,..,..,7.39,..,..,..,..,9.97,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovenia,SVN,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,5.7,..,..,..,..,6.56,..,..,..,..,7.25,..,..,..,..,7.92,..,..,..,..,8.39,..,..,..,..,9.58,..,..,..,..,10.57,..,..,..,..,10.87,..,..,..,..,11.19,..,..,..,..,11.53,..,..,..,..,11.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovenia,SVN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,6.44,..,..,..,..,7.18,..,..,..,..,7.83,..,..,..,..,8.59,..,..,..,..,9.07,..,..,..,..,10.07,..,..,..,..,10.77,..,..,..,..,11.05,..,..,..,..,11.35,..,..,..,..,11.59,..,..,..,..,11.89,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovenia,SVN,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,7.3,..,..,..,..,7.52,..,..,..,..,8.35,..,..,..,..,8.24,..,..,..,..,8.25,..,..,..,..,9.03,..,..,..,..,8.55,..,..,..,..,8.83,..,..,..,..,8.67,..,..,..,..,8.93,..,..,..,..,8.81,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovenia,SVN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,7.05,..,..,..,..,7.38,..,..,..,..,8.43,..,..,..,..,8.47,..,..,..,..,8.52,..,..,..,..,9.3,..,..,..,..,8.5,..,..,..,..,8.47,..,..,..,..,8.66,..,..,..,..,8.76,..,..,..,..,8.42,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
